[PROBLEM DOMAIN FlowShop
,   instance 10 
,     RUN 0, 	11697.0	0.033	5.979	5823
,     RUN 1, 	11734.0	0.034	15.104	5996
,     RUN 2, 	11791.0	0.034	8.981	6047
,     RUN 3, 	11734.0	0.034	17.948	5802
,     RUN 4, 	11764.0	0.034	22.885	5148
,     RUN 5, 	11720.0	0.034	17.531	5497
,     RUN 6, 	11883.0	0.035	19.036	5530
,     RUN 7, 	11744.0	0.035	18.238	5109
,     RUN 8, 	11743.0	0.035	14.242	5918
,     RUN 9, 	11689.0	0.036	18.596	5877
,     RUN 10, 	11716.0	0.036	15.983	5666
,     RUN 11, 	11796.0	0.036	16.799	5517
,     RUN 12, 	11711.0	0.036	18.858	5591
,     RUN 13, 	11733.0	0.036	17.838	5007
,     RUN 14, 	11805.0	0.037	15.359	5586
,     RUN 15, 	11843.0	0.037	17.303	5727
,     RUN 16, 	11877.0	0.037	12.568	5719
,     RUN 17, 	11800.0	0.037	13.738	5486
,     RUN 18, 	11776.0	0.037	13.398	5433
,     RUN 19, 	11723.0	0.037	15.774	4812
,     RUN 20, 	11781.0	0.037	14.407	5437
,     RUN 21, 	11811.0	0.038	13.192	4860
,     RUN 22, 	11760.0	0.038	12.179	5278
,     RUN 23, 	11901.0	0.038	13.686	5223
,     RUN 24, 	11886.0	0.038	13.886	5083
,     RUN 25, 	11818.0	0.038	12.915	5410
,     RUN 26, 	11774.0	0.038	14.002	4886
,     RUN 27, 	11811.0	0.039	10.268	5564
,     RUN 28, 	11787.0	0.039	13.929	5261
,     RUN 29, 	11603.0	0.039	12.254	5512
,     RUN 30, 	11659.0	0.039	12.713	4774
]
