[PROBLEM DOMAIN TSP
,   instance 8 
,     RUN 0, 	2.496452556556699E7	0.972	4.073	0
,     RUN 1, 	2.5165925378246147E7	0.973	2.293	0
,     RUN 2, 	2.48430095689857E7	0.973	2.673	0
,     RUN 3, 	2.4988131000393156E7	0.974	3.143	0
,     RUN 4, 	2.505807810970263E7	0.974	2.261	0
,     RUN 5, 	2.5180475723520778E7	0.974	1.903	0
,     RUN 6, 	2.5030152516269106E7	0.974	1.805	0
,     RUN 7, 	2.4874046272395454E7	0.975	2.788	0
,     RUN 8, 	2.4988297213571016E7	0.975	1.784	0
,     RUN 9, 	2.495849511587063E7	0.975	2.945	0
,     RUN 10, 	2.5130510917958744E7	0.975	3.198	0
,     RUN 11, 	2.5082481688440472E7	0.975	2.926	0
,     RUN 12, 	2.509183409103939E7	0.976	2.939	0
,     RUN 13, 	2.5104701312490266E7	0.976	2.953	0
,     RUN 14, 	2.485373413016694E7	0.976	3.516	0
,     RUN 15, 	2.504447040120793E7	0.976	3.489	0
,     RUN 16, 	2.5067271752700835E7	0.977	4.278	0
,     RUN 17, 	2.5131254396643437E7	0.977	3.617	0
,     RUN 18, 	2.5389489619287748E7	0.977	3.476	0
,     RUN 19, 	2.4831254337271035E7	0.977	3.676	0
,     RUN 20, 	2.508841508247594E7	0.978	3.232	0
,     RUN 21, 	2.483366403639177E7	0.978	3.555	0
,     RUN 22, 	2.4782980154115792E7	0.978	3.586	0
,     RUN 23, 	2.5057804410529625E7	0.978	2.986	0
,     RUN 24, 	2.5372443931208868E7	0.979	3.551	0
,     RUN 25, 	2.5361342266329225E7	0.979	3.456	0
,     RUN 26, 	2.526438365296313E7	0.979	3.289	0
,     RUN 27, 	2.495254272024276E7	0.979	3.672	0
,     RUN 28, 	2.5148702802000698E7	0.979	3.681	0
,     RUN 29, 	2.5044264024364196E7	0.98	3.178	0
,     RUN 30, 	2.5071888391919777E7	0.98	3.242	0
]
