[PROBLEM DOMAIN VRP
,   instance 1 
,     RUN 0, 	45271.394842985566	0.02	23.124	7136
,     RUN 1, 	50471.073616822796	0.021	20.337	6081
,     RUN 2, 	42161.627949622365	0.021	22.963	7881
,     RUN 3, 	43298.99195024895	0.022	21.667	6543
,     RUN 4, 	41136.7183227436	0.022	22.348	7788
,     RUN 5, 	44319.684368158894	0.022	20.517	7955
,     RUN 6, 	49440.56081266381	0.022	18.675	7446
,     RUN 7, 	44305.17394378912	0.022	20.627	8171
,     RUN 8, 	42198.88256605234	0.023	19.461	8191
,     RUN 9, 	46419.010850730134	0.023	18.346	7701
,     RUN 10, 	45241.91633043012	0.023	18.625	6312
,     RUN 11, 	44214.322370587644	0.023	15.987	8124
,     RUN 12, 	44323.88376143768	0.023	17.376	7977
,     RUN 13, 	43167.55647465424	0.024	19.212	7894
,     RUN 14, 	46389.187281246835	0.024	18.316	7582
,     RUN 15, 	46375.92585657983	0.024	13.366	8414
,     RUN 16, 	43134.162397051055	0.024	17.205	8027
,     RUN 17, 	44408.20737105952	0.024	15.613	8260
,     RUN 18, 	42442.82926785229	0.024	16.418	8100
,     RUN 19, 	43169.87295750346	0.025	15.652	7975
,     RUN 20, 	46475.75818096243	0.025	12.086	8610
,     RUN 21, 	44428.70948823661	0.025	14.505	7265
,     RUN 22, 	42261.00216727043	0.025	13.51	7707
,     RUN 23, 	45359.53083038321	0.025	11.052	7798
,     RUN 24, 	42252.80408339121	0.025	13.059	7578
,     RUN 25, 	41266.88257620667	0.026	13.495	7806
,     RUN 26, 	46335.41074017412	0.026	12.978	7470
,     RUN 27, 	48531.811549105005	0.026	12.105	6874
,     RUN 28, 	43182.678010391	0.026	12.237	8083
,     RUN 29, 	47555.24564191707	0.026	12.612	7265
,     RUN 30, 	43338.124813581504	0.026	13.029	7893
]
