[PROBLEM DOMAIN BinPacking
,   instance 7 
,     RUN 0, 	0.18573625302826313	0.032	0.327	66
,     RUN 1, 	0.1852430067294757	0.033	0.47	66
,     RUN 2, 	0.18133147098515456	0.033	0.465	64
,     RUN 3, 	0.19012897449664412	0.034	0.496	71
,     RUN 4, 	0.1749619701897004	0.034	10.647	59
,     RUN 5, 	0.1901021073825504	0.034	4.623	70
,     RUN 6, 	0.19226372922251955	0.034	3.52	62
,     RUN 7, 	0.1877508279569875	0.035	7.364	61
,     RUN 8, 	0.19212033512064441	0.035	4.092	72
,     RUN 9, 	0.19864203204272524	0.035	8.493	64
,     RUN 10, 	0.19257955495978452	0.035	5.124	65
,     RUN 11, 	0.18579690174966312	0.036	8.999	68
,     RUN 12, 	0.18973064966442843	0.036	8.562	61
,     RUN 13, 	0.19007255570469783	0.036	8.11	63
,     RUN 14, 	0.1924050777479892	0.036	4.006	67
,     RUN 15, 	0.19593617647058803	0.037	7.172	66
,     RUN 16, 	0.18565190578734725	0.037	6.068	59
,     RUN 17, 	0.19411865863453792	0.037	4.047	75
,     RUN 18, 	0.18119324696356243	0.038	9.864	60
,     RUN 19, 	0.18537850336473694	0.038	5.573	57
,     RUN 20, 	0.19454908165997298	0.038	5.908	68
,     RUN 21, 	0.17728998376183935	0.038	2.956	65
,     RUN 22, 	0.19157886058981155	0.039	3.719	63
,     RUN 23, 	0.18563081292059103	0.039	8.433	62
,     RUN 24, 	0.18795949193548322	0.039	5.05	63
,     RUN 25, 	0.1944516974564926	0.039	2.204	61
,     RUN 26, 	0.19621627005347664	0.04	8.615	62
,     RUN 27, 	0.19233824128686272	0.04	0.159	67
,     RUN 28, 	0.19029113020134114	0.041	5.048	62
,     RUN 29, 	0.18975252080536864	0.041	5.227	61
,     RUN 30, 	0.1880368467741932	0.041	7.265	60
]
