[PROBLEM DOMAIN BinPacking
,   instance 1 
,     RUN 0, 	0.08802300653594808	0.024	0.464	200
,     RUN 1, 	0.0933078768909752	0.024	1.157	215
,     RUN 2, 	0.09626333593546743	0.024	3.477	218
,     RUN 3, 	0.08923273202614435	0.025	3.239	198
,     RUN 4, 	0.09246551904016775	0.025	10.083	172
,     RUN 5, 	0.09652313296903481	0.025	12.061	176
,     RUN 6, 	0.09346353677621355	0.025	7.808	195
,     RUN 7, 	0.0962754098360653	0.025	9.384	175
,     RUN 8, 	0.08921139869281036	0.026	9.665	196
,     RUN 9, 	0.08792658823529431	0.026	11.694	193
,     RUN 10, 	0.08827816993464155	0.026	14.572	184
,     RUN 11, 	0.09197516953573281	0.026	8.395	188
,     RUN 12, 	0.08475115303983272	0.027	8.028	195
,     RUN 13, 	0.08492935010482172	0.027	12.674	186
,     RUN 14, 	0.09336984872196152	0.027	5.345	198
,     RUN 15, 	0.08489853249475854	0.027	11.59	188
,     RUN 16, 	0.09636991933385419	0.028	7.641	188
,     RUN 17, 	0.08495932914046145	0.028	8.335	198
,     RUN 18, 	0.08847016993464052	0.028	5.612	192
,     RUN 19, 	0.0882624836601309	0.028	13.737	186
,     RUN 20, 	0.09213270735524393	0.028	9.199	173
,     RUN 21, 	0.08872491503267999	0.029	5.89	190
,     RUN 22, 	0.09681082487639991	0.029	7.913	190
,     RUN 23, 	0.09214063641105896	0.029	6.481	185
,     RUN 24, 	0.08910870588235287	0.029	4.219	184
,     RUN 25, 	0.09289973917579553	0.029	10.403	185
,     RUN 26, 	0.09694946656258219	0.03	9.223	189
,     RUN 27, 	0.09244840897235251	0.03	6.551	184
,     RUN 28, 	0.09275555555555592	0.03	2.644	183
,     RUN 29, 	0.09664699453551939	0.03	8.623	188
,     RUN 30, 	0.08459685534591133	0.03	7.451	182
]
