[PROBLEM DOMAIN VRP
,   instance 9 
,     RUN 0, 	403691.11385391525	0.073	1.087	0
,     RUN 1, 	381496.0731471846	0.074	0.697	0
,     RUN 2, 	400086.4029736471	0.074	14.41	500
,     RUN 3, 	407444.02472234576	0.074	12.189	888
,     RUN 4, 	390340.6271655075	0.074	13.74	917
,     RUN 5, 	392879.3345320718	0.074	16.569	895
,     RUN 6, 	392498.70265124744	0.075	9.391	983
,     RUN 7, 	393474.7596644327	0.075	8.347	978
,     RUN 8, 	385603.8808571809	0.075	11.494	949
,     RUN 9, 	392924.1035145024	0.075	6.549	812
,     RUN 10, 	401626.6724316074	0.075	6.415	912
,     RUN 11, 	390730.87927619496	0.075	10.217	899
,     RUN 12, 	392100.5572758565	0.076	9.444	891
,     RUN 13, 	399814.9502306151	0.076	14.793	921
,     RUN 14, 	395278.71626559075	0.076	5.993	793
,     RUN 15, 	387525.45182127005	0.076	11.398	880
,     RUN 16, 	381417.9415155186	0.076	9.202	938
,     RUN 17, 	385865.2592743756	0.077	11.572	886
,     RUN 18, 	387948.25169126375	0.077	11.941	882
,     RUN 19, 	393814.905634735	0.077	10.078	931
,     RUN 20, 	401552.7175178171	0.077	8.087	901
,     RUN 21, 	385822.42096024705	0.077	10.617	898
,     RUN 22, 	387079.7190684129	0.077	8.488	878
,     RUN 23, 	378643.5504107892	0.078	5.424	932
,     RUN 24, 	390786.3509954652	0.078	4.246	888
,     RUN 25, 	392790.4754938	0.078	8.549	901
,     RUN 26, 	387554.26922937314	0.078	8.24	996
,     RUN 27, 	384765.30453507684	0.078	12.042	925
,     RUN 28, 	400378.06840138545	0.079	8.433	914
,     RUN 29, 	393795.66359817423	0.079	8.646	940
,     RUN 30, 	392455.09367791057	0.079	8.312	915
]
