[PROBLEM DOMAIN BinPacking
,   instance 9 
,     RUN 0, 	0.05893331500825982	0.051	1.941	0
,     RUN 1, 	0.060045769230787305	0.06	1.153	0
,     RUN 2, 	0.058169031903208324	0.06	1.24	0
,     RUN 3, 	0.0589675096206852	0.06	0.969	0
,     RUN 4, 	0.05486539944904956	0.061	1.697	0
,     RUN 5, 	0.05593023127754959	0.061	1.074	0
,     RUN 6, 	0.056964061640081276	0.062	1.467	0
,     RUN 7, 	0.05600401982380532	0.062	0.964	0
,     RUN 8, 	0.05492743801654343	0.062	1.423	0
,     RUN 9, 	0.05890417811986293	0.062	1.413	0
,     RUN 10, 	0.05600269823790249	0.062	0.982	0
,     RUN 11, 	0.05867822979660886	0.063	0.523	0
,     RUN 12, 	0.05614091409693156	0.063	1.384	0
,     RUN 13, 	0.05697969179968487	0.063	1.561	0
,     RUN 14, 	0.05600820484583002	0.064	1.337	0
,     RUN 15, 	0.05690132085857347	0.064	0.876	0
,     RUN 16, 	0.05916036283674009	0.064	0.27	0
,     RUN 17, 	0.055832103524243504	0.064	0.838	0
,     RUN 18, 	0.05613595814979444	0.065	0.381	0
,     RUN 19, 	0.057093065492585304	0.065	0.692	0
,     RUN 20, 	0.057721067106723645	0.065	0.894	0
,     RUN 21, 	0.05499763085400977	0.065	2.217	0
,     RUN 22, 	0.05797948294831157	0.066	1.65	0
,     RUN 23, 	0.05714446890480318	0.066	0.678	0
,     RUN 24, 	0.057011832691264086	0.066	0.998	0
,     RUN 25, 	0.05503443526172225	0.066	1.672	0
,     RUN 26, 	0.059694230769245626	0.067	1.766	0
,     RUN 27, 	0.05501360881544193	0.067	1.901	0
,     RUN 28, 	0.05616712555067638	0.067	3.356	0
,     RUN 29, 	0.0550072176308708	0.067	1.57	0
,     RUN 30, 	0.05808311331134852	0.068	1.652	0
]
