[PROBLEM DOMAIN BinPacking
,   instance 10 
,     RUN 0, 	0.1277688888888867	0.027	0.463	66
,     RUN 1, 	0.1294461094461068	0.028	5.256	66
,     RUN 2, 	0.12896694416694054	0.028	1.016	69
,     RUN 3, 	0.12915875235874974	0.029	3.44	66
,     RUN 4, 	0.12748924444444243	0.029	8.914	66
,     RUN 5, 	0.12792542222221992	0.029	6.223	62
,     RUN 6, 	0.12928937728937528	0.029	6.939	59
,     RUN 7, 	0.13067571523619337	0.03	8.111	55
,     RUN 8, 	0.1291595515595485	0.03	10.135	63
,     RUN 9, 	0.12757839999999798	0.03	8.927	64
,     RUN 10, 	0.12780595555555407	0.03	8.314	62
,     RUN 11, 	0.1310656021290728	0.03	5.477	63
,     RUN 12, 	0.12953091353091228	0.031	6.541	60
,     RUN 13, 	0.13070153027278508	0.031	2.764	68
,     RUN 14, 	0.12955826395826187	0.031	4.856	64
,     RUN 15, 	0.1280934222222201	0.031	6.86	63
,     RUN 16, 	0.13056881791971353	0.031	5.706	62
,     RUN 17, 	0.12936832056831893	0.032	5.356	56
,     RUN 18, 	0.12912776112775948	0.032	6.437	53
,     RUN 19, 	0.12748533333333112	0.032	4.988	60
,     RUN 20, 	0.12834426666666487	0.033	12.984	61
,     RUN 21, 	0.1309184298070506	0.033	4.999	59
,     RUN 22, 	0.1322451312728461	0.033	8.002	65
,     RUN 23, 	0.12917074037073872	0.033	1.979	70
,     RUN 24, 	0.13074526502550132	0.034	7.095	62
,     RUN 25, 	0.1279380444444419	0.034	10.938	63
,     RUN 26, 	0.12951874791874618	0.034	8.338	62
,     RUN 27, 	0.12946573426573305	0.034	6.489	57
,     RUN 28, 	0.1277503999999977	0.034	4.715	61
,     RUN 29, 	0.13080736305167184	0.035	2.616	61
,     RUN 30, 	0.1308929696163207	0.035	4.132	61
]
